Front	Back	Tags
<b>Respecto a la composición de la membrana plasmática, es correcto afirmar que:</b><br><br>A. Las proteínas periféricas atraviesan la bicapa lipídica.<br>B. Carece de hidratos de carbono en su estructura.<br>C. Es igual en todas las células.<br>D. Los glicolípidos y glicoproteínas se localizan en la superficie externa de la membrana.<br>	"<b style=""color:green;'>✅ D. Los glicolípidos y glicoproteínas se localizan en la superficie externa de la membrana.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una característica de la molécula de agua es que:</b><br><br>A. Es incapaz de disociarse debido a las uniones entre sus átomos.<br>B. Conforma un tripolo.<br>C. Posee una distribución asimétrica de sus cargas.<br>D. Su átomo de oxígeno conforma el polo positivo.<br>	"<b style=""color:green;'>✅ C. Posee una distribución asimétrica de sus cargas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto a los seres vivos podemos afirmar que, todos ellos:</b><br><br>A. Están formados por células.<br>B. Son heterótrofos.<br>C. Conforman sistemas cerrados.<br>D. Disponen de órganos.<br>	"<b style=""color:green;'>✅ A. Están formados por células.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>A diferencia del ARN, el ADN:</b><br><br>A. Se encuentra principalmente en el citoplasma, mientras que el ARN se encuentra principalmente en el núcleo.<br>B. Tiene Adenina como una de sus bases nitrogenadas, mientras que el ARN tiene Timina en su lugar.<br>C. Contiene ribosa en su estructura, mientras que el ARN tiene desoxirribosa.<br>D. Es una cadena doble de nucleótidos, mientras que el ARN forma una cadena simple.<br>	"<b style=""color:green;'>✅ D. Es una cadena doble de nucleótidos, mientras que el ARN forma una cadena simple.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La capacidad de un individuo de sentir frío se relaciona con una característica conocida como:</b><br><br>A. Adaptación.<br>B. Evolución.<br>C. Irritabilidad.<br>D. Homeostasis.<br>	"<b style=""color:green;'>✅ C. Irritabilidad.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Tanto células procariotas como eucariotas animales:</b><br><br>A. Tienen una pared celular que proporciona soporte estructural.<br>B. Son capaces de realizar fotosíntesis y generar su propio alimento.<br>C. Contienen un núcleo rodeado por una membrana nuclear.<br>D. Utilizan el ADN como material genético.<br>	"<b style=""color:green;'>✅ D. Utilizan el ADN como material genético.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En la membrana plasmática, los ácidos grasos se diferencian del colesterol en que:</b><br><br>A. Las insaturaciones en la formación de fosfolípidos aumentan la fluidez de la membrana.<br>B. Protegen a la membrana de agresiones mecánicas.<br>C. Funcionan como receptores de señales extracelulares.<br>D. El aumento de los primeros en esta estructura disminuye su fluidez.<br>	"<b style=""color:green;'>✅ A. Las insaturaciones en la formación de fosfolípidos aumentan la fluidez de la membrana.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una enzima existente en el interior de los peroxisomas es la:</b><br><br>A. Fosfofructoquinasa.<br>B. Glicosidasa.<br>C. ATP sintetasa.<br>D. Catalasa.<br>	"<b style=""color:green;'>✅ D. Catalasa.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El contacto focal es una unión celular que se caracteriza porque:</b><br><br>A. Se produce entre dos células.<br>B. Involucra a proteínas de la matriz extracelular, del citoesqueleto y de la membrana plasmática.<br>C. Se asocian con filamentos intermedios.<br>D. Ocurre en células epiteliales e incluye a filamentos de queratina.<br>	"<b style=""color:green;'>✅ B. Involucra a proteínas de la matriz extracelular, del citoesqueleto y de la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El instrumento adecuado para distinguir las estructuras de menos de 0,2 $\mu$m dentro de la célula eucariota es:</b><br><br>A. El microscopio óptico.<br>B. El microscopio electrónico.<br>C. El citómetro de flujo.<br>D. El micrótomo.<br>	"<b style=""color:green;'>✅ B. El microscopio electrónico.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El aparato de Golgi posee:</b><br><br>A. Una doble membrana interna y externa.<br>B. Una cara cis, cisternas medias y una cara trans.<br>C. Membranas con bombas de protones.<br>D. Una red de túbulos continuos con ribosomas asociados a su membrana.<br>	"<b style=""color:green;'>✅ B. Una cara cis, cisternas medias y una cara trans.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Las células con una gran capacidad detoxificante presentan mayor desarrollo de:</b><br><br>A. Endosomas.<br>B. Mitocondrias.<br>C. REL.<br>D. RER.<br>	"<b style=""color:green;'>✅ C. REL.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Podemos afirmar sobre los seres vivos, que todos ellos:</b><br><br>A. Son autótrofos.<br>B. Están formados por células.<br>C. Poseen sistemas complejos de órganos.<br>D. Son sistemas cerrados que se agrupan en distintas poblaciones.<br>	"<b style=""color:green;'>✅ B. Están formados por células.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto a la estructura de la molécula de agua, es cierto que:</b><br><br>A. Tiene carácter polar.<br>B. En el oxígeno la densidad de carga es positiva.<br>C. Forma un tripolo.<br>D. Carece de la capacidad de disociación.<br>	"<b style=""color:green;'>✅ A. Tiene carácter polar.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Tanto células eucariotas vegetales como procariotas:</b><br><br>A. Son capaces de realizar fotosíntesis y generar su propio alimento.<br>B. Tienen una cápsula que proporciona soporte estructural.<br>C. Utilizan el ARN como material genético.<br>D. Contienen un núcleo rodeado por una membrana nuclear.<br>	"<b style=""color:green;'>✅ A. Son capaces de realizar fotosíntesis y generar su propio alimento.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La enzima característica de los peroxisomas es:</b><br><br>A. La enzima ATP sintetasa.<br>B. La enzima catalasa.<br>C. La enzima fosfofructoquinasa.<br>D. La enzima glicosidasa.<br>	"<b style=""color:green;'>✅ B. La enzima catalasa.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Se puede afirmar que la unión celular denominada contacto focal:</b><br><br>A. Se produce entre dos células.<br>B. Ocurre en células epiteliales e incluye a filamentos de queratina.<br>C. Se asocia con filamentos intermedios.<br>D. Involucra a proteínas de la matriz extracelular, del citoesqueleto y de la membrana plasmática.<br>	"<b style=""color:green;'>✅ D. Involucra a proteínas de la matriz extracelular, del citoesqueleto y de la membrana plasmática.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Estructuralmente podemos afirmar que el aparato de Golgi tiene:</b><br><br>A. Membranas con bombas de protones.<br>B. Una cara cis, sin cisternas medias.<br>C. Una red de túbulos continuos con ribosomas asociados a su membrana.<br>D. Una cara cis, una o varias cisternas medias y una cara trans.<br>	"<b style=""color:green;'>✅ D. Una cara cis, una o varias cisternas medias y una cara trans.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En relación con las biomembranas, los ácidos grasos se distinguen del colesterol porque:</b><br><br>A. Funcionan como receptores de señales extracelulares.<br>B. Pueden formar parte del glucocálix.<br>C. Aumentan la fluidez de la membrana cuando presentan insaturaciones.<br>D. Disminuyen la fluidez cuando su concentración es alta.<br>	"<b style=""color:green;'>✅ C. Aumentan la fluidez de la membrana cuando presentan insaturaciones.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>*Escherichia coli* es una bacteria y pertenece al:</b><br><br>A. Reino Fungi.<br>B. Reino Plantae.<br>C. Reino Protista.<br>D. Reino Monera.<br>	"<b style=""color:green;'>✅ D. Reino Monera.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El ADN se diferencia del ARN en que el primero:</b><br><br>A. Es una cadena simple de nucleótidos, mientras que el segundo es una cadena doble.<br>B. Tiene Adenina como una de sus bases nitrogenadas, mientras que el otro tiene Timina en su lugar.<br>C. Contiene ribosa en su estructura, mientras que el segundo tiene desoxirribosa.<br>D. Se encuentra principalmente en el núcleo eucariota, mientras que el otro puede encontrarse tanto en el núcleo como en el citoplasma.<br>	"<b style=""color:green;'>✅ D. Se encuentra principalmente en el núcleo eucariota, mientras que el otro puede encontrarse tanto en el núcleo como en el citoplasma.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La heterotrofia se define como:</b><br><br>A. La capacidad de un organismo de obtener energía a partir de compuestos orgánicos producidos por otros seres vivos.<br>B. La capacidad de almacenar energía en forma de glucógeno o almidón.<br>C. La capacidad de sintetizar sus propios compuestos orgánicos a partir de sustancias inorgánicas simples.<br>D. La capacidad de realizar procesos fermentativos para obtener energía.<br>	"<b style=""color:green;'>✅ A. La capacidad de un organismo de obtener energía a partir de compuestos orgánicos producidos por otros seres vivos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Entre los componentes fluidos presentes en la matriz extracelular (MEC) encontramos:</b><br><br>A. Laminina.<br>B. Proteoglicano.<br>C. Colágeno.<br>D. Fibronectina.<br>	"<b style=""color:green;'>✅ B. Proteoglicano.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En el citosol eucariota hallamos a:</b><br><br>A. Las mitocondrias, los ribosomas y el citoesqueleto.<br>B. El agua, las mitocondrias y los lisosomas.<br>C. El citoesqueleto, las chaperonas y los proteasomas.<br>D. Un gran número de enzimas, el agua y el núcleo.<br>	"<b style=""color:green;'>✅ C. El citoesqueleto, las chaperonas y los proteasomas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Si las células detoxifican sustancias activamente se observan:</b><br><br>A. Mitocondrias más voluminosas.<br>B. REG más activos.<br>C. Endosomas más numerosos.<br>D. REL más desarrollados.<br>	"<b style=""color:green;'>✅ D. REL más desarrollados.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En relación con su funcionamiento, los canales iónicos muestran:</b><br><br>A. Un flujo continuo sin límite de capacidad.<br>B. Activación espontánea sin regulación.<br>C. Paso indiscriminado de solutos pequeños.<br>D. Especificidad por el tipo de ion y saturación del transporte.<br>	"<b style=""color:green;'>✅ D. Especificidad por el tipo de ion y saturación del transporte.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Entre las diferencias entre células procariotas y eucariotas podemos decir que:</b><br><br>A. Las células procariotas tienen mitocondrias para la respiración celular.<br>B. Las células eucariotas no poseen ribosomas.<br>C. Las células eucariotas pueden dar lugar a organismos unicelulares o pluricelulares.<br>D. Las células procariotas tienen citoesqueleto, pero las eucariotas no.<br>	"<b style=""color:green;'>✅ C. Las células eucariotas pueden dar lugar a organismos unicelulares o pluricelulares.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto a los filamentos de actina, es correcto afirmar que:</b><br><br>A. Su estructura está formada por tubulina α y β organizados en disposición helicoidal.<br>B. La polimerización ocurre en ambos extremos a la misma velocidad.<br>C. Su elongación depende de la disponibilidad de actina unida a ATP.<br>D. Están constituidos por protofilamentos que se asocian en estructuras 9 + 2.<br>	"<b style=""color:green;'>✅ C. Su elongación depende de la disponibilidad de actina unida a ATP.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Un individuo tiene la capacidad de sentir frío, esto se relaciona con una característica que se conoce como:</b><br><br>A. Adaptación.<br>B. Irritabilidad.<br>C. Homeostasis.<br>D. Desarrollo.<br>	"<b style=""color:green;'>✅ B. Irritabilidad.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>De los siguientes lípidos, es exclusivo de la cara interna de la membrana plasmática:</b><br><br>A. La fosfatidilcolina.<br>B. El fosfatidilinositol.<br>C. El colesterol.<br>D. El glucolípido.<br>	"<b style=""color:green;'>✅ B. El fosfatidilinositol.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Dada la siguiente secuencia de un ácido nucleico, 5' TAGAG 3', podemos afirmar que:</b><br><br>A. Se trata de una hebra de ADN.<br>B. Se trata de una molécula monocatenaria.<br>C. Contiene 2 bases púricas y 3 pirimidínicas.<br>D. Su hebra complementaria es 5' CGAGA 3'.<br>	"<b style=""color:green;'>✅ A. Se trata de una hebra de ADN.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La organización de la materia en complejidad CRECIENTE es:</b><br><br>A. Cesio - cloruro de sodio – pingüino – lengua – comunidad.<br>B. Oro - electrón - páncreas - individuo - población.<br>C. Monóxido de carbono - hígado - jauría - gato - biósfera.<br>D. Argón – estómago - sistema digestivo - hombre – ecosistema.<br>	"<b style=""color:green;'>✅ D. Argón – estómago - sistema digestivo - hombre – ecosistema.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El colágeno presente en la matriz extracelular:</b><br><br>A. Es la proteína que forma parte de los componentes fluidos.<br>B. Es la proteína fibrosa más abundante de la misma.<br>C. Es la proteína adhesiva de la misma.<br>D. Es la proteína que forma fibras que se asocian a los glicosaminoglicanos de la matriz.<br>	"<b style=""color:green;'>✅ B. Es la proteína fibrosa más abundante de la misma.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>De acuerdo a la estructura de los monómeros de las proteínas, se afirma que:</b><br><br>A. Están compuestos por una pentosa, una base nitrogenada y un ácido fosfórico.<br>B. Se pueden clasificar en triosas, tetrosas, pentosas y hexosas.<br>C. Las cadenas laterales determinan las características químicas específicas de cada uno.<br>D. Presentan un esqueleto básico formado por un carbono central, pero carecen de grupos funcionales específicos.<br>	"<b style=""color:green;'>✅ C. Las cadenas laterales determinan las características químicas específicas de cada uno.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En relación a las diferencias entre células procariotas y eucariotas, podemos decir que:</b><br><br>A. Las células procariotas son pluricelulares mientras que las células eucariotas son unicelulares.<br>B. Las células eucariotas poseen un núcleo rodeado por una membrana, mientras que las procariotas carecen de él.<br>C. Las células procariotas tienen mitocondrias y las eucariotas carecen de estas organelas.<br>D. Las células eucariotas poseen ribosomas 70S mientras que las procariotas, 80S.<br>	"<b style=""color:green;'>✅ B. Las células eucariotas poseen un núcleo rodeado por una membrana, mientras que las procariotas carecen de él.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El fosfolípido que se localiza en la cara externa de la membrana plasmática es el/la:</b><br><br>A. Glucolípido.<br>B. Colesterol.<br>C. Fosfatidilcolina.<br>D. Fosfatidilinositol.<br>	"<b style=""color:green;'>✅ C. Fosfatidilcolina.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Giardia lamblia es un protozoo, por lo tanto, pertenece al reino:</b><br><br>A. Fungi.<br>B. Protista.<br>C. Monera.<br>D. Plantae.<br>	"<b style=""color:green;'>✅ B. Protista.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La unión peptídica se forma entre los grupos:</b><br><br>A. $$NH_2$ de un aminoácido y el COOH del aminoácido siguiente.<br>B. $$NH_2$ de un aminoácido y el residuo lateral del aminoácido siguiente.<br>C. $$NH_2$ de un aminoácido y el $H_3PO_4$ del aminoácido siguiente.<br>D. $$NH_2$ de un aminoácido y el $NH_2$ del aminoácido siguiente.<br>	"<b style=""color:green;'>✅ A. $$NH_2$ de un aminoácido y el COOH del aminoácido siguiente.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Las bacterias Gram negativas se distinguen porque:</b><br><br>A. Poseen un mayor contenido de peptidoglicano en su pared celular.<br>B. Quedan teñidas de color rosa con la tinción Gram.<br>C. Carecen de membrana externa.<br>D. Su observación requiere un microscopio electrónico.<br>	"<b style=""color:green;'>✅ B. Quedan teñidas de color rosa con la tinción Gram.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En biología celular, el fraccionamiento celular y subcelular se utiliza con el objeto de:</b><br><br>A. Observar directamente la organización tridimensional de la célula al microscopio electrónico.<br>B. Separar componentes celulares en partes enriquecidas según su tamaño y densidad.<br>C. Romper selectivamente la membrana nuclear sin afectar otras membranas.<br>D. Eliminar el citoplasma y dejar solo la membrana plasmática.<br>	"<b style=""color:green;'>✅ B. Separar componentes celulares en partes enriquecidas según su tamaño y densidad.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los lisosomas carecen de:</b><br><br>A. Hidrolasas ácidas.<br>B. Proteínas con residuos de manosa 6-P.<br>C. Ribosomas internos intraluminales.<br>D. Bombas protónicas en sus membranas.<br>	"<b style=""color:green;'>✅ C. Ribosomas internos intraluminales.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Sobre la membrana plasmática podemos afirmar que:</b><br><br>A. Su fluidez se debe a que permite el pasaje de sustancias hidrofóbicas.<br>B. Su polaridad se debe a la presencia de hidratos de carbono en su monocapa externa.<br>C. Su permeabilidad selectiva se debe a que regula el pasaje de moléculas.<br>D. Su asimetría se debe a la presencia de colesterol.<br>	"<b style=""color:green;'>✅ C. Su permeabilidad selectiva se debe a que regula el pasaje de moléculas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Las unidades funcionales llamadas dictiosomas corresponden a:</b><br><br>A. Los cloroplastos.<br>B. El retículo endoplasmático liso.<br>C. Los endosomas.<br>D. El complejo de Golgi.<br>	"<b style=""color:green;'>✅ D. El complejo de Golgi.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una característica de las cadherinas es que:</b><br><br>A. Se encuentran en uniones adherentes.<br>B. Forman parte de los hemidesmosomas.<br>C. Están formadas por glucosaminoglicanos.<br>D. Son proteínas presentes en las uniones oclusivas.<br>	"<b style=""color:green;'>✅ A. Se encuentran en uniones adherentes.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En comparación con los microtúbulos, los filamentos intermedios:</b><br><br>A. Presentan un ensamblado dependiente de GTP.<br>B. Son más estables y resistentes a la tensión mecánica.<br>C. Se asocian con centros organizadores como el centriolo, a partir del cual nuclean su polimerización.<br>D. Poseen polaridad estructural.<br>	"<b style=""color:green;'>✅ B. Son más estables y resistentes a la tensión mecánica.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una función del RER es participar en:</b><br><br>A. La degradación del glucógeno.<br>B. La glicosilación proteica.<br>C. La formación de esteroides.<br>D. La oxidación de sustancias celulares nocivas.<br>	"<b style=""color:green;'>✅ B. La glicosilación proteica.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El retículo endoplasmático liso se diferencia del rugoso, debido a que el primero:</b><br><br>A. Carece de ribosomas.<br>B. Se encuentra conectado al complejo de Golgi.<br>C. Está íntimamente vinculado a la envoltura nuclear.<br>D. Está formado por una luz indivisa.<br>	"<b style=""color:green;'>✅ A. Carece de ribosomas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una función principal de los filamentos intermedios es:</b><br><br>A. Separar los cromosomas durante la mitosis.<br>B. Permitir generar las protuberancias en la superficie celular como las microvellosidades.<br>C. Posibilitar la migración celular.<br>D. Conferir resistencia mecánica a las células y generar un armazón en el cual las células puedan desarrollar sus funciones.<br>	"<b style=""color:green;'>✅ D. Conferir resistencia mecánica a las células y generar un armazón en el cual las células puedan desarrollar sus funciones.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los microtúbulos son estructuras polares porque:</b><br><br>A. Un extremo está formado por tubulina α y el otro por tubulina β.<br>B. Tienen cargas eléctricas opuestas en sus extremos.<br>C. Poseen extremos (+) y (-) con distinta dinámica de polimerización.<br>D. Se unen a ATP en uno de sus extremos.<br>	"<b style=""color:green;'>✅ C. Poseen extremos (+) y (-) con distinta dinámica de polimerización.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En la bicapa lipídica, el movimiento que requiere de enzimas es:</b><br><br>A. La rotación de los lípidos sobre su eje.<br>B. El flip-flop, que permite el paso de fosfolípidos entre ambas monocapas.<br>C. La difusión lateral dentro de una misma monocapa.<br>D. El desplazamiento de proteínas periféricas entre monocapas.<br>	"<b style=""color:green;'>✅ B. El flip-flop, que permite el paso de fosfolípidos entre ambas monocapas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los lisosomas poseen en su interior:</b><br><br>A. Ribosomas.<br>B. Bombas protónicas.<br>C. Flipasas.<br>D. Hidrolasas ácidas.<br>	"<b style=""color:green;'>✅ D. Hidrolasas ácidas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Una diferencia entre el RER y el REL, es que el primero:</b><br><br>A. Posee una luz indivisa.<br>B. Se compone de sacos aplanados independientes.<br>C. Posee ribosomas.<br>D. Está conectado con el complejo de Golgi.<br>	"<b style=""color:green;'>✅ C. Posee ribosomas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Todos los seres vivos presentan como característica que:</b><br><br>A. Son heterótrofos.<br>B. Son pluricelulares.<br>C. Poseen núcleos definidos en sus células.<br>D. Realizan autopoyesis.<br>	"<b style=""color:green;'>✅ D. Realizan autopoyesis.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Respecto a la bomba de $Na^{+}$/$K^{+}$ ATPasa, se puede afirmar que:</b><br><br>A. Funciona como un sistema de cotransporte.<br>B. Su actividad requiere la presencia de $Mg^{2+}$ para hidrolizar ATP.<br>C. Transporta sodio hacia el interior y potasio hacia el exterior de la célula.<br>D. Está constituida por dos subunidades proteicas.<br>	"<b style=""color:green;'>✅ B. Su actividad requiere la presencia de $Mg^{2+}$ para hidrolizar ATP.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Es posible decir que los priones son:</b><br><br>A. Virus con cápside proteica y sin genoma.<br>B. Proteínas que, cuando se pliegan mal, inducen el cambio conformacional de otras proteínas normales de la misma clase.<br>C. Fragmentos de ADN circular que se replican en bacterias.<br>D. Polisacáridos que interfieren en la síntesis de proteínas.<br>	"<b style=""color:green;'>✅ B. Proteínas que, cuando se pliegan mal, inducen el cambio conformacional de otras proteínas normales de la misma clase.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El RER participa, entre otras funciones, en:</b><br><br>A. El empaquetamiento del material genético celular.<br>B. La detoxificación de sustancias.<br>C. La glicosilación de proteínas.<br>D. El almacenamiento del $Ca^{2+}$ intracelular.<br>	"<b style=""color:green;'>✅ C. La glicosilación de proteínas.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los dictiosomas son las unidades funcionales de:</b><br><br>A. Los endosomas.<br>B. El retículo endoplasmático rugoso.<br>C. Los lisosomas.<br>D. El complejo de Golgi.<br>	"<b style=""color:green;'>✅ D. El complejo de Golgi.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Un protozoo como Entamoeba histolytica, pertenece al:</b><br><br>A. Reino Fungi.<br>B. Reino Plantae.<br>C. Reino Protista.<br>D. Reino Monera.<br>	"<b style=""color:green;'>✅ C. Reino Protista.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Sobre los monómeros de las proteínas se puede afirmar que:</b><br><br>A. Las cadenas laterales determinan las características químicas específicas de cada uno.<br>B. Están compuestos por una pentosa, una base nitrogenada y un ácido fosfórico.<br>C. Se pueden clasificar en triosas, tetrosas, pentosas y hexosas.<br>D. Presentan un esqueleto básico formado por un carbono central, pero carecen de grupos funcionales específicos.<br>	"<b style=""color:green;'>✅ A. Las cadenas laterales determinan las características químicas específicas de cada uno.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Con respecto al ADN, puede afirmarse que:</b><br><br>A. Está formado por los mismos nucleótidos que el ARN.<br>B. Al igual que el ARN, es monocatenario.<br>C. Posee nucleótidos unidos por enlace de tipo amida.<br>D. Presenta un extremo 5' con un fosfato y un extremo 3' con un OH.<br>	"<b style=""color:green;'>✅ D. Presenta un extremo 5' con un fosfato y un extremo 3' con un OH.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>El fraccionamiento celular y subcelular se utiliza con el objeto de:</b><br><br>A. Eliminar el citoplasma y dejar la membrana plasmática.<br>B. Observar directamente la organización tridimensional de la célula al microscopio electrónico.<br>C. Romper selectivamente la membrana nuclear sin afectar otras membranas.<br>D. Separar componentes celulares en fracciones enriquecidas según su tamaño y densidad por ultracentrifugación diferencial.<br>	"<b style=""color:green;'>✅ D. Separar componentes celulares en fracciones enriquecidas según su tamaño y densidad por ultracentrifugación diferencial.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La unión de aminoácidos para formar una proteína se produce entre los grupos:</b><br><br>A. $$NH_2$ de un aminoácido y el residuo lateral del aminoácido siguiente.<br>B. $$NH_2$ de un aminoácido y el $H_3PO_4$ del aminoácido siguiente.<br>C. $$NH_2$ de un aminoácido y el COOH del aminoácido siguiente.<br>D. $$NH_2$ de un aminoácido y el $NH_2$ del aminoácido siguiente.<br>	"<b style=""color:green;'>✅ C. $$NH_2$ de un aminoácido y el COOH del aminoácido siguiente.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Podemos afirmar que las bacterias Gram negativas:</b><br><br>A. Poseen ácidos lipoteicoicos en su pared celular.<br>B. Poseen un mayor contenido de peptidoglicano en su pared celular.<br>C. Su observación requiere un microscopio electrónico.<br>D. Quedan teñidas de color rosa con la tinción Gram.<br>	"<b style=""color:green;'>✅ D. Quedan teñidas de color rosa con la tinción Gram.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>En la matriz extracelular, el colágeno es:</b><br><br>A. La proteína que forma parte de los componentes fluidos.<br>B. La proteína que forma fibras que se asocian a los glicosaminoglicanos de la matriz.<br>C. La proteína adhesiva de la misma.<br>D. La proteína fibrosa más abundante de la misma.<br>	"<b style=""color:green;'>✅ D. La proteína fibrosa más abundante de la misma.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>Los componentes proteicos de la matriz extracelular se denominan:</b><br><br>A. Cerebrósidos y gangliósidos.<br>B. Quitina y tubulina.<br>C. Glicosaminoglicanos.<br>D. Fibronectina y laminina.<br>	"<b style=""color:green;'>✅ D. Fibronectina y laminina.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
<b>La formación de enlaces O-glicosídicos sucede entre:</b><br><br>A. Un ácido graso y un glicerol.<br>B. Dos lípidos.<br>C. Dos monosacáridos.<br>D. Una base nitrogenada y un azúcar.<br>	"<b style=""color:green;'>✅ C. Dos monosacáridos.</b><br><br><i>Apariciones: 1 veces (2025)</i>"	Fermepin2025 Unica
